OBJECTID,Comuna,Shape,Shape_Area,Shape_Length,Año,Población Proyectada
19,Altavista,"(4708517.330009378, 2246822.6598188984)",28725783228357290,3501258319757013,2026,48379
19,Altavista,"(4708517.330009378, 2246822.6598188984)",28725783228357290,3501258319757013,2027,49542
19,Altavista,"(4708517.330009378, 2246822.6598188984)",28725783228357290,3501258319757013,2028,50641
19,Altavista,"(4708517.330009378, 2246822.6598188984)",28725783228357290,3501258319757013,2029,51659
19,Altavista,"(4708517.330009378, 2246822.6598188984)",28725783228357290,3501258319757013,2030,52627
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2018,94801
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2019,99358
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2020,103822
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2021,107996
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2022,112336
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2023,116838
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2024,121944
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2025,126953
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2026,131958
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2027,137011
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2028,142026
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2029,146934
20,San Antonio de Prado,"(4704270.352085675, 2245613.0636258298)",6056777154894201,40472283248217510,2030,151793
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2018,23468
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2019,24953
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2020,26464
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2021,27916
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2022,29413
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2023,31002
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2024,32855
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2025,34715
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2026,36606
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2027,38536
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2028,40509
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2029,42551
21,Santa Elena,"(4721626.54433208, 2247611.589489931)",7411415293453969,6652705448681129,2030,44644
